New Particle?	Particle Number	Upper X	Upper Y	Upper Z	Center X	Center Y	Center Z	Lower X	Lower Y	Lower Z	Chromosome Number	Damage Type	N Direct	N In-direct	BD	SSB	DSB
N	4	2.416185	-1.310145	2.380472	2.416185	-1.310145	2.380472	2.416185	-1.310145	2.380472	32	Direct	1	0	0	1	0
N	4	2.405298	-1.286141	2.383436	2.405298	-1.286141	2.383436	2.405298	-1.286141	2.383436	32	In-direct	0	1	0	1	0
N	4	2.620742	-1.532846	2.503975	2.620817	-1.532428	2.504208	2.620666	-1.533263	2.503742	33	Hybrid	1	2	0	3	1
N	4	2.601054	-1.512082	2.493016	2.601074	-1.511903	2.493933	2.601035	-1.512262	2.492099	33	Hybrid	2	1	0	3	1
N	4	1.920204	-0.754382	2.074368	1.920844	-0.753969	2.075421	1.919564	-0.754795	2.073314	33	Hybrid	1	1	0	2	1
N	4	1.814214	-0.630153	1.999623	1.814214	-0.630153	1.999623	1.814214	-0.630153	1.999623	33	In-direct	0	1	0	1	0
N	4	1.811808	-0.632143	2.004135	1.811808	-0.632143	2.004135	1.811808	-0.632143	2.004135	33	Direct	1	0	0	1	0
N	4	1.836106	-0.650701	2.022015	1.836106	-0.650701	2.022015	1.836106	-0.650701	2.022015	33	Direct	1	0	0	1	0
N	4	1.831966	-0.644290	2.018690	1.831966	-0.644290	2.018690	1.831966	-0.644290	2.018690	33	In-direct	0	1	0	1	0
N	4	1.824496	-0.636658	2.015252	1.824496	-0.636658	2.015252	1.824496	-0.636658	2.015252	33	In-direct	0	1	0	1	0
N	4	1.926769	-0.765773	2.080939	1.926769	-0.765773	2.080939	1.926769	-0.765773	2.080939	33	In-direct	0	1	0	1	0
N	4	1.921971	-0.759479	2.079585	1.921971	-0.759479	2.079585	1.921971	-0.759479	2.079585	33	Direct	1	0	0	1	0
N	4	1.910121	-0.743117	2.064461	1.910121	-0.743117	2.064461	1.910121	-0.743117	2.064461	33	In-direct	0	1	0	1	0
N	4	1.965356	-0.807324	2.104777	1.965356	-0.807324	2.104777	1.965356	-0.807324	2.104777	33	In-direct	0	1	0	1	0
N	4	1.959665	-0.799900	2.103091	1.959665	-0.799900	2.103091	1.959665	-0.799900	2.103091	33	In-direct	0	1	0	1	0
N	4	1.948172	-0.785778	2.093003	1.948172	-0.785778	2.093003	1.948172	-0.785778	2.093003	33	Direct	1	0	0	1	0
N	4	2.927422	-1.865202	2.685199	2.927422	-1.865202	2.685199	2.927422	-1.865202	2.685199	33	In-direct	0	1	0	1	0
N	4	2.620980	-1.533701	2.504899	2.621295	-1.533035	2.505722	2.620666	-1.534366	2.504077	33	Hybrid	1	2	0	3	1
N	4	2.627797	-1.534468	2.507546	2.627797	-1.534468	2.507546	2.627797	-1.534468	2.507546	33	In-direct	0	1	0	1	0
N	4	2.619895	-1.534818	2.503662	2.619895	-1.534818	2.503662	2.619895	-1.534818	2.503662	33	In-direct	0	1	0	1	0
N	4	2.623965	-1.537755	2.506225	2.623965	-1.537755	2.506225	2.623965	-1.537755	2.506225	33	In-direct	0	1	0	1	0
N	4	2.626243	-1.538971	2.508242	2.626243	-1.538971	2.508242	2.626243	-1.538971	2.508242	33	Direct	1	0	0	1	0
N	4	2.608995	-1.536592	2.505856	2.608995	-1.536592	2.505856	2.608995	-1.536592	2.505856	33	In-direct	0	1	0	1	0
N	4	2.602364	-1.518529	2.492461	2.602364	-1.518529	2.492461	2.602364	-1.518529	2.492461	33	In-direct	0	1	0	1	0
N	4	2.600800	-1.512769	2.495383	2.600800	-1.512769	2.495383	2.600800	-1.512769	2.495383	33	In-direct	0	1	0	1	0
N	4	1.949430	-0.787767	2.093949	1.949717	-0.787521	2.093981	1.949143	-0.788013	2.093917	33	Hybrid	1	1	2	0	0
Y	5	1.46186	3.19406	-0.517398	1.46216	3.19422	-0.516707	1.46155	3.1939	-0.518089	12	Hybrid	2	1	0	3	1
N	5	1.947615	3.504231	-1.031900	1.948153	3.505005	-1.030827	1.947077	3.503456	-1.032972	12	Hybrid	1	1	0	2	1
N	5	1.460378	3.194190	-0.514227	1.460932	3.194527	-0.513532	1.459824	3.193854	-0.514922	12	Hybrid	1	1	0	2	0
N	5	1.926610	3.487488	-1.031074	1.926610	3.487488	-1.031074	1.926610	3.487488	-1.031074	12	Direct	1	0	0	1	0
N	5	1.920562	3.483908	-1.025028	1.920562	3.483908	-1.025028	1.920562	3.483908	-1.025028	12	Direct	1	0	0	1	0
N	5	1.919972	3.492734	-1.014899	1.919972	3.492734	-1.014899	1.919972	3.492734	-1.014899	12	In-direct	0	1	0	1	0
N	5	1.948030	3.503233	-1.057477	1.948030	3.503233	-1.057477	1.948030	3.503233	-1.057477	12	In-direct	0	1	0	1	0
N	5	1.941200	3.493694	-1.050488	1.941200	3.493694	-1.050488	1.941200	3.493694	-1.050488	12	In-direct	0	1	0	1	0
N	5	1.942052	3.497893	-1.049227	1.942052	3.497893	-1.049227	1.942052	3.497893	-1.049227	12	In-direct	0	1	0	1	0
N	5	1.952373	3.512791	-1.018016	1.952373	3.512791	-1.018016	1.952373	3.512791	-1.018016	12	Direct	1	0	1	0	0
N	5	1.142568	3.008104	-0.165175	1.143060	3.008468	-0.164574	1.142076	3.007740	-0.165776	16	Hybrid	2	2	1	3	0
N	5	0.757151	2.768023	0.258391	0.757453	2.768210	0.258723	0.756849	2.767836	0.258058	16	Hybrid	1	1	0	2	0
N	5	1.149869	3.005725	-0.178875	1.149869	3.005725	-0.178875	1.149869	3.005725	-0.178875	16	In-direct	0	1	0	1	0
N	5	1.136136	2.998632	-0.155514	1.136136	2.998632	-0.155514	1.136136	2.998632	-0.155514	16	In-direct	0	1	0	1	0
N	5	1.130998	2.996345	-0.152339	1.130998	2.996345	-0.152339	1.130998	2.996345	-0.152339	16	In-direct	0	1	0	1	0
N	5	1.036955	2.920412	-0.060598	1.036955	2.920412	-0.060598	1.036955	2.920412	-0.060598	16	In-direct	0	1	0	1	0
N	5	1.038800	2.917774	-0.062216	1.038800	2.917774	-0.062216	1.038800	2.917774	-0.062216	16	Direct	1	0	0	1	0
N	5	0.757649	2.770172	0.255802	0.757649	2.770172	0.255802	0.757649	2.770172	0.255802	16	In-direct	0	1	0	1	0
N	5	0.318538	2.488606	0.729165	0.319472	2.488651	0.729500	0.317603	2.488562	0.728829	24	Hybrid	1	1	0	2	0
N	5	0.321433	2.491858	0.734746	0.321433	2.491858	0.734746	0.321433	2.491858	0.734746	24	Direct	1	0	0	1	0
N	5	0.319034	2.495307	0.746256	0.319034	2.495307	0.746256	0.319034	2.495307	0.746256	24	In-direct	0	1	0	1	0
N	5	0.319735	2.495141	0.748116	0.319735	2.495141	0.748116	0.319735	2.495141	0.748116	24	In-direct	0	1	0	1	0
N	5	0.397482	2.537391	0.662791	0.397482	2.537391	0.662791	0.397482	2.537391	0.662791	24	In-direct	0	1	0	1	0
N	5	0.359271	2.520056	0.701961	0.359271	2.520056	0.701961	0.359271	2.520056	0.701961	24	In-direct	0	1	0	1	0
N	5	0.280867	2.467522	0.793134	0.280867	2.467522	0.793134	0.280867	2.467522	0.793134	24	Direct	1	0	0	1	0
N	5	0.002175	2.278748	1.111592	0.002175	2.278748	1.111592	0.002175	2.278748	1.111592	24	In-direct	0	1	0	1	0
N	5	0.008256	2.286199	1.099456	0.008256	2.286199	1.099456	0.008256	2.286199	1.099456	24	Direct	1	0	0	1	0
N	5	-0.016640	2.282515	1.145343	-0.016640	2.282515	1.145343	-0.016640	2.282515	1.145343	24	Direct	1	0	0	1	0
N	5	-0.812674	1.676425	2.092479	-0.812413	1.676700	2.092533	-0.812935	1.676151	2.092425	28	Hybrid	2	1	0	3	1
N	5	-0.166380	2.176893	1.268745	-0.166370	2.177312	1.269015	-0.166390	2.176474	1.268475	28	In-direct	0	2	0	2	1
N	5	-0.441076	1.954984	1.633014	-0.440940	1.955351	1.633634	-0.441212	1.954617	1.632394	28	In-direct	0	2	0	2	1
N	5	-0.793834	1.692576	2.059388	-0.793631	1.692867	2.059688	-0.794037	1.692286	2.059087	28	Direct	2	0	0	2	1
N	5	-0.811822	1.677528	2.091600	-0.811530	1.677732	2.092271	-0.812115	1.677324	2.090929	28	In-direct	0	2	0	2	1
N	5	-0.170292	2.177240	1.270856	-0.169644	2.177686	1.271477	-0.170940	2.176794	1.270235	28	Hybrid	2	1	1	2	0
N	5	-0.708728	1.755450	1.954719	-0.708330	1.755762	1.955202	-0.709125	1.755138	1.954236	28	Hybrid	1	1	1	1	0
N	5	-0.807664	1.682179	2.077034	-0.807269	1.682708	2.077321	-0.808058	1.681651	2.076748	28	Direct	2	0	1	1	0
N	5	-0.158828	2.179130	1.263425	-0.158828	2.179130	1.263425	-0.158828	2.179130	1.263425	28	In-direct	0	1	0	1	0
N	5	-0.114939	2.177550	1.284009	-0.114939	2.177550	1.284009	-0.114939	2.177550	1.284009	28	In-direct	0	1	0	1	0
N	5	-0.217661	2.122119	1.371404	-0.217661	2.122119	1.371404	-0.217661	2.122119	1.371404	28	In-direct	0	1	0	1	0
N	5	-0.215471	2.121007	1.364311	-0.215471	2.121007	1.364311	-0.215471	2.121007	1.364311	28	In-direct	0	1	0	1	0
N	5	-0.223784	2.112591	1.376792	-0.223784	2.112591	1.376792	-0.223784	2.112591	1.376792	28	In-direct	0	1	0	1	0
N	5	-0.229199	2.114806	1.382096	-0.229199	2.114806	1.382096	-0.229199	2.114806	1.382096	28	In-direct	0	1	0	1	0
N	5	-0.437573	1.959573	1.626890	-0.437573	1.959573	1.626890	-0.437573	1.959573	1.626890	28	In-direct	0	1	0	1	0
N	5	-0.459907	1.942157	1.653344	-0.459907	1.942157	1.653344	-0.459907	1.942157	1.653344	28	In-direct	0	1	0	1	0
N	5	-0.740654	1.731644	1.993936	-0.740654	1.731644	1.993936	-0.740654	1.731644	1.993936	28	In-direct	0	1	0	1	0
N	5	-0.741987	1.729356	1.992213	-0.741987	1.729356	1.992213	-0.741987	1.729356	1.992213	28	In-direct	0	1	0	1	0
N	5	-0.747100	1.734184	1.997798	-0.747100	1.734184	1.997798	-0.747100	1.734184	1.997798	28	In-direct	0	1	0	1	0
N	5	-0.743945	1.731391	1.999475	-0.743945	1.731391	1.999475	-0.743945	1.731391	1.999475	28	In-direct	0	1	0	1	0
N	5	-0.701648	1.759565	1.948892	-0.701648	1.759565	1.948892	-0.701648	1.759565	1.948892	28	In-direct	0	1	0	1	0
N	5	-0.704472	1.758600	1.949084	-0.704472	1.758600	1.949084	-0.704472	1.758600	1.949084	28	In-direct	0	1	0	1	0
N	5	-0.830069	1.665446	2.103461	-0.830069	1.665446	2.103461	-0.830069	1.665446	2.103461	28	In-direct	0	1	0	1	0
N	5	-0.797581	1.693335	2.062393	-0.797581	1.693335	2.062393	-0.797581	1.693335	2.062393	28	In-direct	0	1	0	1	0
N	5	-0.796386	1.686748	2.063718	-0.796386	1.686748	2.063718	-0.796386	1.686748	2.063718	28	In-direct	0	1	0	1	0
N	5	-0.809994	1.680121	2.079694	-0.809994	1.680121	2.079694	-0.809994	1.680121	2.079694	28	In-direct	0	1	0	1	0
N	5	-0.454863	1.944972	1.646818	-0.454854	1.945041	1.647168	-0.454873	1.944903	1.646469	28	Direct	2	0	2	0	0
N	5	-0.224477	2.116331	1.382467	-0.224477	2.116331	1.382467	-0.224477	2.116331	1.382467	28	In-direct	0	1	1	0	0
N	5	-1.103214	1.465308	2.439829	-1.102954	1.465920	2.439859	-1.103474	1.464696	2.439798	30	Hybrid	1	1	0	2	1
N	5	-1.114244	1.443577	2.462577	-1.113152	1.444154	2.462957	-1.115336	1.443000	2.462198	30	In-direct	0	2	0	2	0
N	5	-1.120759	1.448739	2.459697	-1.120612	1.448921	2.459991	-1.120907	1.448557	2.459403	30	Hybrid	1	1	0	2	0
N	5	-1.112831	1.454449	2.451550	-1.112318	1.454804	2.452150	-1.113345	1.454093	2.450950	30	Direct	2	0	1	1	0
N	5	-1.118306	1.443935	2.459736	-1.118306	1.443935	2.459736	-1.118306	1.443935	2.459736	30	In-direct	0	1	0	1	0
N	5	-1.120159	1.448050	2.463214	-1.120159	1.448050	2.463214	-1.120159	1.448050	2.463214	30	In-direct	0	1	0	1	0
N	5	-1.114578	1.446361	2.461360	-1.114578	1.446361	2.461360	-1.114578	1.446361	2.461360	30	Direct	1	0	0	1	0
N	5	-1.112847	1.455818	2.451261	-1.112318	1.456832	2.451573	-1.113376	1.454804	2.450950	30	Hybrid	1	1	1	1	0
N	5	-1.109572	1.456744	2.447779	-1.109572	1.456744	2.447779	-1.109572	1.456744	2.447779	30	In-direct	0	1	0	1	0
N	5	-1.106662	1.462264	2.443738	-1.106662	1.462264	2.443738	-1.106662	1.462264	2.443738	30	Direct	1	0	0	1	0
N	5	-0.991387	1.543102	2.297303	-0.991387	1.543102	2.297303	-0.991387	1.543102	2.297303	30	In-direct	0	1	0	1	0
N	5	-1.287031	1.326972	2.669286	-1.286864	1.327000	2.669660	-1.287199	1.326945	2.668912	36	Direct	2	0	0	2	1
N	5	-1.276862	1.333488	2.655107	-1.276862	1.333488	2.655107	-1.276862	1.333488	2.655107	36	Direct	1	0	0	1	0
N	5	-1.285208	1.325095	2.664654	-1.285208	1.325095	2.664654	-1.285208	1.325095	2.664654	36	In-direct	0	1	0	1	0
N	5	-1.291562	1.323693	2.664794	-1.291562	1.323693	2.664794	-1.291562	1.323693	2.664794	36	In-direct	0	1	0	1	0
N	5	-1.284556	1.333851	2.666875	-1.284556	1.333851	2.666875	-1.284556	1.333851	2.666875	36	In-direct	0	1	0	1	0
N	5	-1.280506	1.331152	2.666027	-1.280506	1.331152	2.666027	-1.280506	1.331152	2.666027	36	In-direct	0	1	0	1	0
N	5	-1.282511	1.329219	2.666838	-1.282511	1.329219	2.666838	-1.282511	1.329219	2.666838	36	In-direct	0	1	0	1	0
N	5	-1.285337	1.318455	2.669723	-1.285337	1.318455	2.669723	-1.285337	1.318455	2.669723	36	In-direct	0	1	0	1	0
N	5	-1.291169	1.324039	2.674179	-1.291169	1.324039	2.674179	-1.291169	1.324039	2.674179	36	Direct	1	0	0	1	0
N	5	-1.294323	1.324046	2.676888	-1.294323	1.324046	2.676888	-1.294323	1.324046	2.676888	36	Direct	1	0	0	1	0
N	5	-1.253698	1.357360	2.631767	-1.253698	1.357360	2.631767	-1.253698	1.357360	2.631767	36	In-direct	0	1	0	1	0
N	5	-1.256679	1.356766	2.630722	-1.256679	1.356766	2.630722	-1.256679	1.356766	2.630722	36	Direct	1	0	0	1	0
N	5	-1.259329	1.351332	2.635624	-1.259329	1.351332	2.635624	-1.259329	1.351332	2.635624	36	In-direct	0	1	1	0	0
N	5	-1.150068	1.427854	2.495878	-1.149159	1.428913	2.496272	-1.150977	1.426796	2.495484	37	Hybrid	1	2	0	3	1
N	5	-1.225957	1.427754	2.575526	-1.225389	1.428383	2.576689	-1.226525	1.427124	2.574363	37	Hybrid	1	2	0	3	1
N	5	-1.155482	1.423020	2.504305	-1.155440	1.423110	2.504566	-1.155525	1.422930	2.504044	37	In-direct	0	2	0	2	0
N	5	-1.219378	1.409806	2.563602	-1.219378	1.409806	2.563602	-1.219378	1.409806	2.563602	37	In-direct	0	1	0	1	0
N	5	-1.221610	1.423941	2.569117	-1.221610	1.423941	2.569117	-1.221610	1.423941	2.569117	37	Direct	1	0	0	1	0
N	5	-1.413038	1.248432	2.813060	-1.412627	1.249505	2.813464	-1.413450	1.247359	2.812657	38	Direct	2	0	0	2	1
N	5	-1.411552	1.249616	2.810661	-1.411552	1.249616	2.810661	-1.411552	1.249616	2.810661	38	In-direct	0	1	0	1	0
N	5	-1.413019	1.246907	2.813725	-1.412627	1.247359	2.813987	-1.413411	1.246454	2.813464	38	Direct	2	0	0	2	1
N	5	-1.417402	1.243745	2.812367	-1.417402	1.243745	2.812367	-1.417402	1.243745	2.812367	38	In-direct	0	1	0	1	0
N	5	-1.828348	1.014154	3.270301	-1.828257	1.014379	3.270488	-1.828439	1.013929	3.270114	41	In-direct	0	2	0	2	0
N	5	-1.708005	1.100328	3.128069	-1.708005	1.100328	3.128069	-1.708005	1.100328	3.128069	41	In-direct	0	1	0	1	0
N	5	-1.838112	1.007385	3.255921	-1.838112	1.007385	3.255921	-1.838112	1.007385	3.255921	41	Direct	1	0	0	1	0
N	5	-1.834262	1.012444	3.280101	-1.834262	1.012444	3.280101	-1.834262	1.012444	3.280101	41	Direct	1	0	0	1	0
N	5	-1.830593	1.019306	3.259049	-1.830593	1.019306	3.259049	-1.830593	1.019306	3.259049	41	In-direct	0	1	0	1	0
N	5	-1.830920	1.019069	3.261482	-1.830920	1.019069	3.261482	-1.830920	1.019069	3.261482	41	In-direct	0	1	0	1	0
N	5	-1.824341	1.019065	3.264527	-1.824341	1.019065	3.264527	-1.824341	1.019065	3.264527	41	Direct	1	0	0	1	0
N	5	-1.827934	1.018473	3.268251	-1.827934	1.018473	3.268251	-1.827934	1.018473	3.268251	41	In-direct	0	1	0	1	0
N	5	-1.828638	1.015147	3.265637	-1.828638	1.015147	3.265637	-1.828638	1.015147	3.265637	41	In-direct	0	1	1	0	0
N	5	-1.844273	1.022731	3.266418	-1.844273	1.022731	3.266418	-1.844273	1.022731	3.266418	41	In-direct	0	1	1	0	0
N	5	-2.063657	0.881876	3.530295	-2.063657	0.881876	3.530295	-2.063657	0.881876	3.530295	43	In-direct	0	1	0	1	0
N	5	-2.063763	0.880659	3.531913	-2.063763	0.880659	3.531913	-2.063763	0.880659	3.531913	43	Direct	1	0	0	1	0
N	5	-2.080565	0.869336	3.551678	-2.080565	0.869336	3.551678	-2.080565	0.869336	3.551678	43	In-direct	0	1	0	1	0
N	5	-2.386426	0.699878	3.908822	-2.385986	0.700223	3.909099	-2.386865	0.699532	3.908545	45	Hybrid	2	1	0	3	1
N	5	-2.383747	0.695114	3.887426	-2.382943	0.695463	3.888137	-2.384552	0.694766	3.886715	45	Hybrid	1	2	1	2	1
N	5	-2.385490	0.697893	3.908472	-2.385286	0.698167	3.908538	-2.385694	0.697618	3.908407	45	Direct	2	0	0	2	1
N	5	-2.372247	0.700369	3.881627	-2.371634	0.700677	3.882468	-2.372860	0.700062	3.880785	45	Direct	3	0	1	2	0
N	5	-2.367217	0.704130	3.874796	-2.367217	0.704130	3.874796	-2.367217	0.704130	3.874796	45	In-direct	0	1	0	1	0
N	5	-2.367234	0.702372	3.873514	-2.367234	0.702372	3.873514	-2.367234	0.702372	3.873514	45	In-direct	0	1	0	1	0
N	5	-2.370264	0.701596	3.882820	-2.370264	0.701596	3.882820	-2.370264	0.701596	3.882820	45	In-direct	0	1	0	1	0
N	5	-2.379353	0.696566	3.890892	-2.379353	0.696566	3.890892	-2.379353	0.696566	3.890892	45	In-direct	0	1	0	1	0
N	5	-2.380001	0.694441	3.886452	-2.380001	0.694441	3.886452	-2.380001	0.694441	3.886452	45	In-direct	0	1	0	1	0
N	5	-2.382103	0.697461	3.881985	-2.382103	0.697461	3.881985	-2.382103	0.697461	3.881985	45	In-direct	0	1	0	1	0
N	5	-2.383199	0.700240	3.905117	-2.383199	0.700240	3.905117	-2.383199	0.700240	3.905117	45	In-direct	0	1	0	1	0
N	5	-2.372652	0.700422	3.881627	-2.372116	0.700783	3.882468	-2.373189	0.700062	3.880785	45	Hybrid	2	1	1	2	0
Y	6	-0.18712	4.4639	1.13374	-0.186372	4.46471	1.13463	-0.187868	4.46308	1.13285	25	Hybrid	2	2	0	4	1
N	6	-0.326400	4.446668	1.144833	-0.326400	4.446668	1.144833	-0.326400	4.446668	1.144833	25	In-direct	0	1	0	1	0
N	6	-0.261139	4.451146	1.142238	-0.261139	4.451146	1.142238	-0.261139	4.451146	1.142238	25	In-direct	0	1	0	1	0
N	6	-0.243161	4.454602	1.140400	-0.243161	4.454602	1.140400	-0.243161	4.454602	1.140400	25	Direct	1	0	0	1	0
N	6	-0.240720	4.454970	1.140077	-0.240720	4.454970	1.140077	-0.240720	4.454970	1.140077	25	In-direct	0	1	0	1	0
N	6	-0.237031	4.452947	1.139404	-0.237031	4.452947	1.139404	-0.237031	4.452947	1.139404	25	In-direct	0	1	0	1	0
N	6	-0.172428	4.466930	1.133613	-0.172428	4.466930	1.133613	-0.172428	4.466930	1.133613	25	In-direct	0	1	0	1	0
N	6	-0.170947	4.466341	1.132723	-0.170947	4.466341	1.132723	-0.170947	4.466341	1.132723	25	Direct	1	0	0	1	0
N	6	-0.162419	4.466984	1.132495	-0.162419	4.466984	1.132495	-0.162419	4.466984	1.132495	25	In-direct	0	1	0	1	0
Y	7	-2.51945	-1.1178	-2.95317	-2.51945	-1.1178	-2.95317	-2.51945	-1.1178	-2.95317	4	In-direct	0	1	0	1	0
N	7	-2.541629	-1.091003	-2.649016	-2.541629	-1.091003	-2.649016	-2.541629	-1.091003	-2.649016	4	Direct	1	0	0	1	0
N	7	-2.604290	-1.013980	-1.801631	-2.603953	-1.013793	-1.801111	-2.604628	-1.014166	-1.802152	5	In-direct	0	3	1	2	1
N	7	-2.629250	-0.979415	-1.444512	-2.628993	-0.979063	-1.443834	-2.629508	-0.979768	-1.445190	5	In-direct	0	2	0	2	1
N	7	-2.629061	-0.979985	-1.458770	-2.628880	-0.979938	-1.458656	-2.629242	-0.980032	-1.458884	5	In-direct	0	2	0	2	0
N	7	-2.630319	-0.979747	-1.436644	-2.630122	-0.978942	-1.436178	-2.630516	-0.980553	-1.437110	5	In-direct	0	2	0	2	0
N	7	-2.606075	-1.013175	-1.809101	-2.606075	-1.013175	-1.809101	-2.606075	-1.013175	-1.809101	5	In-direct	0	1	0	1	0
N	7	-2.607218	-1.012033	-1.800742	-2.607218	-1.012033	-1.800742	-2.607218	-1.012033	-1.800742	5	In-direct	0	1	0	1	0
N	7	-2.604710	-1.012449	-1.786939	-2.604710	-1.012449	-1.786939	-2.604710	-1.012449	-1.786939	5	In-direct	0	1	0	1	0
N	7	-2.602301	-1.014979	-1.786878	-2.602301	-1.014979	-1.786878	-2.602301	-1.014979	-1.786878	5	In-direct	0	1	0	1	0
N	7	-2.618962	-1.016156	-1.807328	-2.618962	-1.016156	-1.807328	-2.618962	-1.016156	-1.807328	5	In-direct	0	1	0	1	0
N	7	-2.624364	-0.976597	-1.440883	-2.624364	-0.976597	-1.440883	-2.624364	-0.976597	-1.440883	5	In-direct	0	1	0	1	0
N	7	-2.624658	-0.981648	-1.464559	-2.624658	-0.981648	-1.464559	-2.624658	-0.981648	-1.464559	5	In-direct	0	1	0	1	0
N	7	-2.629473	-0.981088	-1.461913	-2.629473	-0.981088	-1.461913	-2.629473	-0.981088	-1.461913	5	In-direct	0	1	0	1	0
N	7	-2.624878	-0.979918	-1.460428	-2.624878	-0.979918	-1.460428	-2.624878	-0.979918	-1.460428	5	In-direct	0	1	0	1	0
N	7	-2.663453	-0.941839	-1.042594	-2.662463	-0.941569	-1.042537	-2.664443	-0.942108	-1.042650	9	Direct	3	0	0	3	1
N	7	-2.663078	-0.942488	-1.017043	-2.662785	-0.942162	-1.016540	-2.663370	-0.942814	-1.017546	9	Hybrid	2	1	1	2	1
N	7	-2.662629	-0.939700	-1.004478	-2.662176	-0.939520	-1.004025	-2.663082	-0.939880	-1.004931	9	In-direct	0	2	0	2	1
N	7	-2.682723	-0.910202	-0.591624	-2.682509	-0.910186	-0.591051	-2.682938	-0.910219	-0.592196	9	In-direct	0	2	0	2	1
N	7	-2.665506	-0.938005	-0.980097	-2.665411	-0.937971	-0.979620	-2.665601	-0.938039	-0.980573	9	Hybrid	2	1	0	3	0
N	7	-2.660836	-0.941346	-1.031715	-2.660342	-0.941288	-1.030746	-2.661331	-0.941405	-1.032683	9	In-direct	0	2	0	2	0
N	7	-2.722136	-0.877128	-0.201937	-2.721996	-0.877016	-0.201855	-2.722276	-0.877240	-0.202018	9	Hybrid	1	1	0	2	0
N	7	-2.660971	-0.948259	-1.073290	-2.660971	-0.948259	-1.073290	-2.660971	-0.948259	-1.073290	9	In-direct	0	1	0	1	0
N	7	-2.646898	-0.944390	-1.067300	-2.646898	-0.944390	-1.067300	-2.646898	-0.944390	-1.067300	9	In-direct	0	1	0	1	0
N	7	-2.661190	-0.944568	-1.056241	-2.661190	-0.944568	-1.056241	-2.661190	-0.944568	-1.056241	9	In-direct	0	1	0	1	0
N	7	-2.658689	-0.940759	-1.056613	-2.658689	-0.940759	-1.056613	-2.658689	-0.940759	-1.056613	9	In-direct	0	1	0	1	0
N	7	-2.661205	-0.944463	-1.037662	-2.661205	-0.944463	-1.037662	-2.661205	-0.944463	-1.037662	9	In-direct	0	1	0	1	0
N	7	-2.661101	-0.943998	-1.033577	-2.661101	-0.943998	-1.033577	-2.661101	-0.943998	-1.033577	9	In-direct	0	1	0	1	0
N	7	-2.661380	-0.942724	-1.031321	-2.661380	-0.942724	-1.031321	-2.661380	-0.942724	-1.031321	9	Direct	1	0	0	1	0
N	7	-2.661576	-0.942191	-1.036955	-2.661576	-0.942191	-1.036955	-2.661576	-0.942191	-1.036955	9	Direct	1	0	0	1	0
N	7	-2.660526	-0.941816	-1.034561	-2.660526	-0.941816	-1.034561	-2.660526	-0.941816	-1.034561	9	In-direct	0	1	0	1	0
N	7	-2.661674	-0.943530	-1.024590	-2.661674	-0.943530	-1.024590	-2.661674	-0.943530	-1.024590	9	In-direct	0	1	0	1	0
N	7	-2.659278	-0.940587	-1.021184	-2.659278	-0.940587	-1.021184	-2.659278	-0.940587	-1.021184	9	In-direct	0	1	0	1	0
N	7	-2.662466	-0.940453	-1.012148	-2.662466	-0.940453	-1.012148	-2.662466	-0.940453	-1.012148	9	In-direct	0	1	0	1	0
N	7	-2.667263	-0.939486	-0.991682	-2.667263	-0.939486	-0.991682	-2.667263	-0.939486	-0.991682	9	In-direct	0	1	0	1	0
N	7	-2.663878	-0.939729	-0.999811	-2.663878	-0.939729	-0.999811	-2.663878	-0.939729	-0.999811	9	In-direct	0	1	0	1	0
N	7	-2.664579	-0.938828	-0.991406	-2.664579	-0.938828	-0.991406	-2.664579	-0.938828	-0.991406	9	In-direct	0	1	0	1	0
N	7	-2.667122	-0.938377	-0.982592	-2.667122	-0.938377	-0.982592	-2.667122	-0.938377	-0.982592	9	In-direct	0	1	0	1	0
N	7	-2.664979	-0.938706	-0.988447	-2.664979	-0.938706	-0.988447	-2.664979	-0.938706	-0.988447	9	In-direct	0	1	0	1	0
N	7	-2.689338	-0.913637	-0.605104	-2.689338	-0.913637	-0.605104	-2.689338	-0.913637	-0.605104	9	In-direct	0	1	0	1	0
N	7	-2.691884	-0.913138	-0.613190	-2.691884	-0.913138	-0.613190	-2.691884	-0.913138	-0.613190	9	In-direct	0	1	0	1	0
N	7	-2.694692	-0.902470	-0.594212	-2.694692	-0.902470	-0.594212	-2.694692	-0.902470	-0.594212	9	In-direct	0	1	0	1	0
N	7	-2.720577	-0.879044	-0.221197	-2.720577	-0.879044	-0.221197	-2.720577	-0.879044	-0.221197	9	Direct	1	0	0	1	0
N	7	-2.720935	-0.876976	-0.216332	-2.720935	-0.876976	-0.216332	-2.720935	-0.876976	-0.216332	9	In-direct	0	1	0	1	0
N	7	-2.725502	-0.879109	-0.194370	-2.725502	-0.879109	-0.194370	-2.725502	-0.879109	-0.194370	9	In-direct	0	1	0	1	0
N	7	-2.721515	-0.876766	-0.189873	-2.721515	-0.876766	-0.189873	-2.721515	-0.876766	-0.189873	9	In-direct	0	1	0	1	0
N	7	-2.721480	-0.875335	-0.174962	-2.721480	-0.875335	-0.174962	-2.721480	-0.875335	-0.174962	9	In-direct	0	1	0	1	0
N	7	-2.721704	-0.876699	-0.170575	-2.721704	-0.876699	-0.170575	-2.721704	-0.876699	-0.170575	9	In-direct	0	1	0	1	0
