New Particle?	Particle Number	Upper X	Upper Y	Upper Z	Center X	Center Y	Center Z	Lower X	Lower Y	Lower Z	Chromosome Number	Damage Type	N Direct	N In-direct	BD	SSB	DSB
N	9	2.830030	2.391197	-1.067476	2.830684	2.391368	-1.067012	2.829377	2.391025	-1.067940	10	Direct	2	0	0	2	0
N	9	2.714179	-1.771787	-1.061603	2.714366	-1.771091	-1.061452	2.713992	-1.772484	-1.061754	10	In-direct	0	2	1	1	0
N	9	2.751499	-0.938139	-1.035774	2.752071	-0.937922	-1.035652	2.750926	-0.938356	-1.035896	10	Hybrid	1	1	1	1	0
N	9	2.764124	0.139663	-1.004089	2.764748	0.140431	-1.003643	2.763499	0.138896	-1.004536	10	In-direct	0	2	1	1	0
N	9	2.770937	0.428249	-1.005722	2.771036	0.428805	-1.005453	2.770838	0.427693	-1.005991	10	Hybrid	1	1	1	1	0
N	9	2.837932	2.698296	-1.080775	2.838078	2.698420	-1.080442	2.837785	2.698172	-1.081108	10	Hybrid	1	1	1	1	0
N	9	2.719406	-1.606768	-1.045164	2.719406	-1.606768	-1.045164	2.719406	-1.606768	-1.045164	10	In-direct	0	1	0	1	0
N	9	2.718166	-1.768158	-1.066143	2.718166	-1.768158	-1.066143	2.718166	-1.768158	-1.066143	10	In-direct	0	1	0	1	0
N	9	2.714520	-1.761103	-1.064319	2.714520	-1.761103	-1.064319	2.714520	-1.761103	-1.064319	10	In-direct	0	1	0	1	0
N	9	2.714527	-1.754041	-1.060322	2.714527	-1.754041	-1.060322	2.714527	-1.754041	-1.060322	10	In-direct	0	1	0	1	0
N	9	2.730873	-1.301454	-1.033754	2.730873	-1.301454	-1.033754	2.730873	-1.301454	-1.033754	10	In-direct	0	1	0	1	0
N	9	2.725898	-1.283754	-1.028761	2.725898	-1.283754	-1.028761	2.725898	-1.283754	-1.028761	10	In-direct	0	1	0	1	0
N	9	2.719966	-1.445515	-1.040544	2.719966	-1.445515	-1.040544	2.719966	-1.445515	-1.040544	10	In-direct	0	1	0	1	0
N	9	2.723576	-1.468762	-1.041440	2.723576	-1.468762	-1.041440	2.723576	-1.468762	-1.041440	10	Direct	1	0	0	1	0
N	9	2.737456	-0.985694	-1.024758	2.737456	-0.985694	-1.024758	2.737456	-0.985694	-1.024758	10	In-direct	0	1	0	1	0
N	9	2.741382	-0.983553	-1.019185	2.741382	-0.983553	-1.019185	2.741382	-0.983553	-1.019185	10	In-direct	0	1	0	1	0
N	9	2.736590	-0.988699	-1.016914	2.736590	-0.988699	-1.016914	2.736590	-0.988699	-1.016914	10	Direct	1	0	0	1	0
N	9	2.739086	-0.994263	-1.017232	2.739086	-0.994263	-1.017232	2.739086	-0.994263	-1.017232	10	In-direct	0	1	0	1	0
N	9	2.734907	-1.150565	-1.024462	2.734907	-1.150565	-1.024462	2.734907	-1.150565	-1.024462	10	In-direct	0	1	0	1	0
N	9	2.753813	-0.939810	-1.037820	2.755261	-0.939283	-1.037639	2.752365	-0.940337	-1.038001	10	Hybrid	1	2	0	3	1
N	9	2.759407	-0.933918	-1.025510	2.759407	-0.933918	-1.025510	2.759407	-0.933918	-1.025510	10	In-direct	0	1	0	1	0
N	9	2.751971	-0.489426	-1.002674	2.751971	-0.489426	-1.002674	2.751971	-0.489426	-1.002674	10	In-direct	0	1	0	1	0
N	9	2.757212	-0.475008	-0.999926	2.757212	-0.475008	-0.999926	2.757212	-0.475008	-0.999926	10	In-direct	0	1	0	1	0
N	9	2.755559	-0.322947	-1.005159	2.755559	-0.322947	-1.005159	2.755559	-0.322947	-1.005159	10	Direct	1	0	0	1	0
N	9	2.752986	-0.173394	-1.015761	2.752986	-0.173394	-1.015761	2.752986	-0.173394	-1.015761	10	Direct	1	0	0	1	0
N	9	2.756495	-0.186076	-1.005343	2.756495	-0.186076	-1.005343	2.756495	-0.186076	-1.005343	10	In-direct	0	1	0	1	0
N	9	2.749640	-0.183020	-1.011578	2.749640	-0.183020	-1.011578	2.749640	-0.183020	-1.011578	10	Direct	1	0	0	1	0
N	9	2.759132	-0.171729	-1.006095	2.759132	-0.171729	-1.006095	2.759132	-0.171729	-1.006095	10	In-direct	0	1	0	1	0
N	9	2.758247	-0.190157	-1.002897	2.758247	-0.190157	-1.002897	2.758247	-0.190157	-1.002897	10	In-direct	0	1	0	1	0
N	9	2.763668	-0.005623	-1.003100	2.763668	-0.005623	-1.003100	2.763668	-0.005623	-1.003100	10	In-direct	0	1	0	1	0
N	9	2.764238	-0.002148	-1.005788	2.764238	-0.002148	-1.005788	2.764238	-0.002148	-1.005788	10	Direct	1	0	0	1	0
N	9	2.768473	-0.004472	-1.001408	2.768473	-0.004472	-1.001408	2.768473	-0.004472	-1.001408	10	In-direct	0	1	0	1	0
N	9	2.767786	-0.029514	-1.004951	2.767786	-0.029514	-1.004951	2.767786	-0.029514	-1.004951	10	Direct	1	0	0	1	0
N	9	2.765550	-0.026834	-1.004518	2.765550	-0.026834	-1.004518	2.765550	-0.026834	-1.004518	10	In-direct	0	1	0	1	0
N	9	2.761507	-0.035879	-1.002104	2.761507	-0.035879	-1.002104	2.761507	-0.035879	-1.002104	10	In-direct	0	1	0	1	0
N	9	2.761570	-0.032696	-1.003039	2.761570	-0.032696	-1.003039	2.761570	-0.032696	-1.003039	10	Direct	1	0	0	1	0
N	9	2.777389	-0.021267	-0.995792	2.777389	-0.021267	-0.995792	2.777389	-0.021267	-0.995792	10	Direct	1	0	0	1	0
N	9	2.776634	-0.025607	-0.993508	2.776634	-0.025607	-0.993508	2.776634	-0.025607	-0.993508	10	In-direct	0	1	0	1	0
N	9	2.768010	0.116755	-1.009121	2.768010	0.116755	-1.009121	2.768010	0.116755	-1.009121	10	In-direct	0	1	0	1	0
N	9	2.764838	0.117079	-1.004978	2.765239	0.118081	-1.004383	2.764437	0.116078	-1.005572	10	Hybrid	1	1	0	2	0
N	9	2.764562	0.124357	-1.001332	2.764562	0.124357	-1.001332	2.764562	0.124357	-1.001332	10	In-direct	0	1	0	1	0
N	9	2.772060	0.126667	-0.993668	2.772060	0.126667	-0.993668	2.772060	0.126667	-0.993668	10	Direct	1	0	0	1	0
N	9	2.777630	0.123897	-0.982456	2.777630	0.123897	-0.982456	2.777630	0.123897	-0.982456	10	In-direct	0	1	0	1	0
N	9	2.764181	0.299037	-1.034525	2.764181	0.299037	-1.034525	2.764181	0.299037	-1.034525	10	In-direct	0	1	0	1	0
N	9	2.766230	0.308030	-1.007041	2.766230	0.308030	-1.007041	2.766230	0.308030	-1.007041	10	In-direct	0	1	0	1	0
N	9	2.768602	0.301817	-1.002459	2.768602	0.301817	-1.002459	2.768602	0.301817	-1.002459	10	In-direct	0	1	0	1	0
N	9	2.767437	0.303839	-1.003388	2.767437	0.303839	-1.003388	2.767437	0.303839	-1.003388	10	Direct	1	0	0	1	0
N	9	2.764645	0.283493	-1.003532	2.764645	0.283493	-1.003532	2.764645	0.283493	-1.003532	10	In-direct	0	1	0	1	0
N	9	2.767708	0.457429	-1.007806	2.767708	0.457429	-1.007806	2.767708	0.457429	-1.007806	10	In-direct	0	1	0	1	0
N	9	2.770394	0.429891	-1.005271	2.770394	0.429891	-1.005271	2.770394	0.429891	-1.005271	10	Direct	1	0	0	1	0
N	9	2.768935	0.430912	-1.005480	2.768935	0.430912	-1.005480	2.768935	0.430912	-1.005480	10	In-direct	0	1	0	1	0
N	9	2.772477	0.606050	-1.007220	2.772477	0.606050	-1.007220	2.772477	0.606050	-1.007220	10	In-direct	0	1	0	1	0
N	9	2.773185	0.603021	-1.007042	2.773185	0.603021	-1.007042	2.773185	0.603021	-1.007042	10	Direct	1	0	0	1	0
N	9	2.777033	0.594400	-1.006542	2.777033	0.594400	-1.006542	2.777033	0.594400	-1.006542	10	In-direct	0	1	0	1	0
N	9	2.772880	0.589300	-1.006808	2.772880	0.589300	-1.006808	2.772880	0.589300	-1.006808	10	In-direct	0	1	0	1	0
N	9	2.773753	0.748547	-1.013121	2.773753	0.748547	-1.013121	2.773753	0.748547	-1.013121	10	In-direct	0	1	0	1	0
N	9	2.772562	0.744785	-1.011095	2.772562	0.744785	-1.011095	2.772562	0.744785	-1.011095	10	Direct	1	0	0	1	0
N	9	2.774979	0.743088	-1.008104	2.774979	0.743088	-1.008104	2.774979	0.743088	-1.008104	10	In-direct	0	1	0	1	0
N	9	2.781579	0.901840	-1.015549	2.781579	0.901840	-1.015549	2.781579	0.901840	-1.015549	10	Direct	1	0	0	1	0
N	9	2.778410	0.897417	-1.015680	2.778410	0.897417	-1.015680	2.778410	0.897417	-1.015680	10	In-direct	0	1	0	1	0
N	9	2.805922	1.673370	-1.049776	2.805922	1.673370	-1.049776	2.805922	1.673370	-1.049776	10	In-direct	0	1	0	1	0
N	9	2.805642	1.676084	-1.044991	2.805642	1.676084	-1.044991	2.805642	1.676084	-1.044991	10	In-direct	0	1	0	1	0
N	9	2.816676	1.910458	-1.056517	2.816676	1.910458	-1.056517	2.816676	1.910458	-1.056517	10	In-direct	0	1	0	1	0
N	9	2.818949	1.917503	-1.050248	2.818949	1.917503	-1.050248	2.818949	1.917503	-1.050248	10	Direct	1	0	0	1	0
N	9	2.818610	1.932222	-1.050961	2.818610	1.932222	-1.050961	2.818610	1.932222	-1.050961	10	Direct	1	0	0	1	0
N	9	2.818553	1.928238	-1.049829	2.818553	1.928238	-1.049829	2.818553	1.928238	-1.049829	10	Direct	1	0	0	1	0
N	9	2.818980	2.005581	-1.051360	2.818980	2.005581	-1.051360	2.818980	2.005581	-1.051360	10	In-direct	0	1	0	1	0
N	9	2.816277	2.008235	-1.047874	2.816277	2.008235	-1.047874	2.816277	2.008235	-1.047874	10	In-direct	0	1	0	1	0
N	9	2.827158	2.082031	-1.056737	2.827158	2.082031	-1.056737	2.827158	2.082031	-1.056737	10	Direct	1	0	0	1	0
N	9	2.826743	2.211920	-1.061081	2.826743	2.211920	-1.061081	2.826743	2.211920	-1.061081	10	In-direct	0	1	0	1	0
N	9	2.831369	2.223313	-1.058743	2.831369	2.223313	-1.058743	2.831369	2.223313	-1.058743	10	Direct	1	0	0	1	0
N	9	2.827680	2.229945	-1.061147	2.827680	2.229945	-1.061147	2.827680	2.229945	-1.061147	10	Direct	1	0	0	1	0
N	9	2.833028	2.376513	-1.069122	2.833028	2.376513	-1.069122	2.833028	2.376513	-1.069122	10	Direct	1	0	0	1	0
N	9	2.826120	2.378097	-1.076191	2.826554	2.378751	-1.075802	2.825687	2.377442	-1.076579	10	Direct	4	0	0	4	1
N	9	2.830401	2.386866	-1.066047	2.830401	2.386866	-1.066047	2.830401	2.386866	-1.066047	10	Direct	1	0	0	1	0
N	9	2.828643	2.392223	-1.071953	2.828643	2.392223	-1.071953	2.828643	2.392223	-1.071953	10	In-direct	0	1	0	1	0
N	9	2.841996	2.699938	-1.080425	2.841996	2.699938	-1.080425	2.841996	2.699938	-1.080425	10	In-direct	0	1	0	1	0
N	9	2.846030	2.695742	-1.078372	2.846030	2.695742	-1.078372	2.846030	2.695742	-1.078372	10	In-direct	0	1	0	1	0
N	9	2.838653	2.673952	-1.075530	2.838653	2.673952	-1.075530	2.838653	2.673952	-1.075530	10	In-direct	0	1	0	1	0
N	9	2.752213	-0.496297	-1.001209	2.752213	-0.496297	-1.001209	2.752213	-0.496297	-1.001209	10	Direct	1	0	1	0	0
N	9	2.765370	0.280105	-1.005173	2.765370	0.280105	-1.005173	2.765370	0.280105	-1.005173	10	Direct	1	0	1	0	0
N	9	2.803753	1.672572	-1.041249	2.803753	1.672572	-1.041249	2.803753	1.672572	-1.041249	10	Direct	1	0	1	0	0
N	9	2.834796	2.518110	-1.065613	2.834796	2.518110	-1.065613	2.834796	2.518110	-1.065613	10	Direct	1	0	1	0	0
N	9	2.855812	3.302928	-1.112130	2.856354	3.303709	-1.111148	2.855271	3.302147	-1.113113	12	Hybrid	1	2	0	3	1
N	9	2.840118	2.824642	-1.088855	2.840343	2.824663	-1.088340	2.839892	2.824621	-1.089369	12	In-direct	0	2	0	2	1
N	9	2.827400	2.832438	-1.096218	2.827400	2.832438	-1.096218	2.827400	2.832438	-1.096218	12	In-direct	0	1	0	1	0
N	9	2.830243	2.837186	-1.092692	2.830243	2.837186	-1.092692	2.830243	2.837186	-1.092692	12	In-direct	0	1	0	1	0
N	9	2.840486	2.823705	-1.085496	2.840486	2.823705	-1.085496	2.840486	2.823705	-1.085496	12	Direct	1	0	0	1	0
N	9	2.841070	2.852565	-1.087105	2.841070	2.852565	-1.087105	2.841070	2.852565	-1.087105	12	Direct	1	0	0	1	0
N	9	2.844499	2.990194	-1.091023	2.844499	2.990194	-1.091023	2.844499	2.990194	-1.091023	12	Direct	1	0	0	1	0
N	9	2.849889	3.148193	-1.103922	2.849889	3.148193	-1.103922	2.849889	3.148193	-1.103922	12	Direct	1	0	0	1	0
N	9	2.852523	3.139752	-1.104584	2.852523	3.139752	-1.104584	2.852523	3.139752	-1.104584	12	Direct	1	0	0	1	0
N	9	2.852896	3.299790	-1.110388	2.852896	3.299790	-1.110388	2.852896	3.299790	-1.110388	12	In-direct	0	1	0	1	0
N	9	2.861882	3.343292	-1.114907	2.861882	3.343292	-1.114907	2.861882	3.343292	-1.114907	12	In-direct	0	1	0	1	0
Y	10	3.86848	0.674466	-2.09475	3.86861	0.674733	-2.09454	3.86835	0.674199	-2.09496	3	Hybrid	1	1	0	2	1
N	10	3.792583	0.714388	-2.301770	3.792583	0.714388	-2.301770	3.792583	0.714388	-2.301770	3	In-direct	0	1	0	1	0
N	10	3.793702	0.716486	-2.292053	3.793702	0.716486	-2.292053	3.793702	0.716486	-2.292053	3	In-direct	0	1	0	1	0
N	10	3.798221	0.708937	-2.277218	3.798221	0.708937	-2.277218	3.798221	0.708937	-2.277218	3	In-direct	0	1	0	1	0
N	10	3.862993	0.673359	-2.100329	3.862993	0.673359	-2.100329	3.862993	0.673359	-2.100329	3	In-direct	0	1	0	1	0
N	10	3.856868	0.677417	-2.116046	3.856868	0.677417	-2.116046	3.856868	0.677417	-2.116046	3	In-direct	0	1	0	1	0
N	10	4.011143	0.587745	-1.687850	4.011687	0.588066	-1.687099	4.010599	0.587425	-1.688601	11	Hybrid	1	1	0	2	1
N	10	4.011022	0.592099	-1.692049	4.011155	0.592116	-1.691993	4.010890	0.592081	-1.692106	11	Direct	2	0	0	2	0
N	10	4.016091	0.590782	-1.692731	4.016091	0.590782	-1.692731	4.016091	0.590782	-1.692731	11	In-direct	0	1	0	1	0
N	10	4.011590	0.593916	-1.689687	4.011590	0.593916	-1.689687	4.011590	0.593916	-1.689687	11	Direct	1	0	0	1	0
N	10	4.192078	0.485388	-1.184531	4.192078	0.485388	-1.184531	4.192078	0.485388	-1.184531	11	In-direct	0	1	0	1	0
N	10	4.186875	0.488596	-1.188105	4.186875	0.488596	-1.188105	4.186875	0.488596	-1.188105	11	Direct	1	0	0	1	0
N	10	4.199430	0.481274	-1.173053	4.199430	0.481274	-1.173053	4.199430	0.481274	-1.173053	11	In-direct	0	1	0	1	0
N	10	4.340244	0.396059	-0.750599	4.340244	0.396059	-0.750599	4.340244	0.396059	-0.750599	11	In-direct	0	1	0	1	0
N	10	4.475686	0.300806	-0.370548	4.475686	0.300806	-0.370548	4.475686	0.300806	-0.370548	11	In-direct	0	1	0	1	0
N	10	4.412267	0.360390	-0.550517	4.412267	0.360390	-0.550517	4.412267	0.360390	-0.550517	11	In-direct	0	1	0	1	0
N	10	4.005017	0.592810	-1.693731	4.005017	0.592810	-1.693731	4.005017	0.592810	-1.693731	11	Direct	1	0	1	0	0
N	10	4.199694	0.480469	-1.161612	4.199694	0.480469	-1.161612	4.199694	0.480469	-1.161612	11	In-direct	0	1	1	0	0
N	10	4.571832	0.247398	-0.098566	4.571832	0.247398	-0.098566	4.571832	0.247398	-0.098566	18	In-direct	0	1	0	1	0
N	10	4.569890	0.247645	-0.093700	4.569890	0.247645	-0.093700	4.569890	0.247645	-0.093700	18	In-direct	0	1	0	1	0
Y	11	4.06936	-1.6437	-1.12039	4.07047	-1.64335	-1.11986	4.06825	-1.64405	-1.12093	11	Hybrid	1	3	0	4	1
N	11	4.038255	-1.704380	-1.041260	4.038596	-1.703822	-1.040657	4.037915	-1.704938	-1.041862	11	Hybrid	1	2	0	3	1
N	11	3.771381	-2.117657	-0.458849	3.772244	-2.116825	-0.457909	3.770519	-2.118488	-0.459788	11	Hybrid	2	1	0	3	1
N	11	3.850002	-1.997436	-0.626594	3.850477	-1.997098	-0.626589	3.849527	-1.997773	-0.626599	11	Hybrid	2	1	0	3	0
N	11	3.851291	-1.992464	-0.634370	3.851499	-1.992177	-0.634070	3.851082	-1.992751	-0.634670	11	In-direct	0	2	0	2	0
N	11	3.781844	-2.100418	-0.482152	3.781982	-2.100033	-0.482005	3.781706	-2.100802	-0.482300	11	Hybrid	1	1	0	2	0
N	11	3.781487	-2.102458	-0.477155	3.782085	-2.102402	-0.477063	3.780889	-2.102514	-0.477248	11	Hybrid	1	1	1	1	0
N	11	3.771133	-2.116875	-0.455821	3.771521	-2.116521	-0.455623	3.770745	-2.117230	-0.456019	11	In-direct	0	2	1	1	0
N	11	4.041761	-1.701300	-1.043102	4.041761	-1.701300	-1.043102	4.041761	-1.701300	-1.043102	11	Direct	1	0	0	1	0
N	11	4.038759	-1.703279	-1.042365	4.038923	-1.702737	-1.041862	4.038596	-1.703822	-1.042867	11	Hybrid	1	1	0	2	1
N	11	4.077168	-1.646600	-1.123782	4.077168	-1.646600	-1.123782	4.077168	-1.646600	-1.123782	11	In-direct	0	1	0	1	0
N	11	4.075576	-1.648781	-1.121054	4.075576	-1.648781	-1.121054	4.075576	-1.648781	-1.121054	11	In-direct	0	1	0	1	0
N	11	4.073442	-1.644967	-1.121892	4.073442	-1.644967	-1.121892	4.073442	-1.644967	-1.121892	11	Direct	1	0	0	1	0
N	11	4.068738	-1.637433	-1.116857	4.068738	-1.637433	-1.116857	4.068738	-1.637433	-1.116857	11	Direct	1	0	0	1	0
N	11	3.858126	-1.985077	-0.646389	3.858126	-1.985077	-0.646389	3.858126	-1.985077	-0.646389	11	In-direct	0	1	0	1	0
N	11	3.856161	-1.987276	-0.643414	3.856161	-1.987276	-0.643414	3.856161	-1.987276	-0.643414	11	In-direct	0	1	0	1	0
N	11	3.853803	-1.987785	-0.641734	3.853803	-1.987785	-0.641734	3.853803	-1.987785	-0.641734	11	In-direct	0	1	0	1	0
N	11	3.851469	-1.984513	-0.640633	3.851469	-1.984513	-0.640633	3.851469	-1.984513	-0.640633	11	In-direct	0	1	0	1	0
N	11	3.858637	-1.984403	-0.643827	3.858637	-1.984403	-0.643827	3.858637	-1.984403	-0.643827	11	Direct	1	0	0	1	0
N	11	3.931917	-1.872300	-0.806036	3.931917	-1.872300	-0.806036	3.931917	-1.872300	-0.806036	11	Direct	1	0	0	1	0
N	11	3.933653	-1.867970	-0.810355	3.933653	-1.867970	-0.810355	3.933653	-1.867970	-0.810355	11	In-direct	0	1	0	1	0
N	11	3.745980	-2.108554	-0.449746	3.745980	-2.108554	-0.449746	3.745980	-2.108554	-0.449746	11	Direct	1	0	0	1	0
N	11	3.748048	-2.105956	-0.446272	3.748048	-2.105956	-0.446272	3.748048	-2.105956	-0.446272	11	Direct	1	0	0	1	0
N	11	3.764106	-2.114602	-0.468007	3.764106	-2.114602	-0.468007	3.764106	-2.114602	-0.468007	11	In-direct	0	1	0	1	0
N	11	3.753699	-2.117517	-0.465007	3.753699	-2.117517	-0.465007	3.753699	-2.117517	-0.465007	11	In-direct	0	1	0	1	0
N	11	3.774742	-2.106484	-0.459079	3.774742	-2.106484	-0.459079	3.774742	-2.106484	-0.459079	11	In-direct	0	1	0	1	0
N	11	3.774241	-2.115300	-0.457482	3.774241	-2.115300	-0.457482	3.774241	-2.115300	-0.457482	11	Direct	1	0	0	1	0
N	11	3.769611	-2.118937	-0.452971	3.769611	-2.118937	-0.452971	3.769611	-2.118937	-0.452971	11	In-direct	0	1	0	1	0
N	11	3.767192	-2.117699	-0.456878	3.767192	-2.117699	-0.456878	3.767192	-2.117699	-0.456878	11	Direct	1	0	0	1	0
N	11	3.767345	-2.119161	-0.451208	3.767345	-2.119161	-0.451208	3.767345	-2.119161	-0.451208	11	Direct	1	0	0	1	0
N	11	3.767556	-2.122154	-0.451297	3.767556	-2.122154	-0.451297	3.767556	-2.122154	-0.451297	11	In-direct	0	1	0	1	0
N	11	3.761739	-2.117619	-0.459926	3.761739	-2.117619	-0.459926	3.761739	-2.117619	-0.459926	11	In-direct	0	1	0	1	0
N	11	3.764327	-2.126200	-0.444818	3.764327	-2.126200	-0.444818	3.764327	-2.126200	-0.444818	11	Direct	1	0	0	1	0
N	11	3.457599	-2.600133	0.199532	3.458170	-2.599795	0.199914	3.457028	-2.600471	0.199150	14	Hybrid	2	1	1	2	1
N	11	3.537051	-2.462864	0.025714	3.537164	-2.462705	0.025717	3.536938	-2.463022	0.025710	14	Hybrid	1	1	0	2	0
N	11	3.473375	-2.566169	0.154192	3.473593	-2.565543	0.154616	3.473157	-2.566795	0.153769	14	Direct	2	0	0	2	0
N	11	3.471825	-2.578589	0.163504	3.472164	-2.578010	0.164495	3.471486	-2.579167	0.162514	14	Hybrid	1	1	0	2	0
N	11	3.544672	-2.452888	0.010307	3.544672	-2.452888	0.010307	3.544672	-2.452888	0.010307	14	In-direct	0	1	0	1	0
N	11	3.544018	-2.449979	0.006747	3.544018	-2.449979	0.006747	3.544018	-2.449979	0.006747	14	Direct	1	0	0	1	0
N	11	3.545518	-2.449362	0.004643	3.545518	-2.449362	0.004643	3.545518	-2.449362	0.004643	14	In-direct	0	1	0	1	0
N	11	3.548046	-2.447951	0.003533	3.548046	-2.447951	0.003533	3.548046	-2.447951	0.003533	14	Direct	1	0	0	1	0
N	11	3.537057	-2.464315	0.028222	3.537057	-2.464315	0.028222	3.537057	-2.464315	0.028222	14	In-direct	0	1	0	1	0
N	11	3.443278	-2.628876	0.221581	3.443278	-2.628876	0.221581	3.443278	-2.628876	0.221581	14	In-direct	0	1	0	1	0
N	11	3.447397	-2.622912	0.223879	3.447397	-2.622912	0.223879	3.447397	-2.622912	0.223879	14	In-direct	0	1	0	1	0
N	11	3.448108	-2.623286	0.215049	3.448108	-2.623286	0.215049	3.448108	-2.623286	0.215049	14	In-direct	0	1	0	1	0
N	11	3.473159	-2.576227	0.162325	3.473159	-2.576227	0.162325	3.473159	-2.576227	0.162325	14	In-direct	0	1	0	1	0
N	11	3.470389	-2.574780	0.154621	3.470389	-2.574780	0.154621	3.470389	-2.574780	0.154621	14	In-direct	0	1	0	1	0
N	11	3.467721	-2.574516	0.156445	3.467721	-2.574516	0.156445	3.467721	-2.574516	0.156445	14	In-direct	0	1	0	1	0
N	11	3.467516	-2.578475	0.157095	3.467516	-2.578475	0.157095	3.467516	-2.578475	0.157095	14	In-direct	0	1	0	1	0
N	11	3.461150	-2.583874	0.177020	3.461150	-2.583874	0.177020	3.461150	-2.583874	0.177020	14	In-direct	0	1	0	1	0
N	11	3.322455	-2.809131	0.452959	3.322778	-2.808466	0.453986	3.322132	-2.809796	0.451932	18	In-direct	0	2	0	2	1
N	11	3.343693	-2.809611	0.442847	3.343693	-2.809611	0.442847	3.343693	-2.809611	0.442847	18	In-direct	0	1	0	1	0
N	11	3.340853	-2.810317	0.439440	3.340853	-2.810317	0.439440	3.340853	-2.810317	0.439440	18	Direct	1	0	1	0	0
Y	12	3.47697	-2.78252	-1.21813	3.47769	-2.78204	-1.2172	3.47624	-2.78299	-1.21906	7	Hybrid	1	1	0	2	0
N	12	3.545846	-2.665830	-1.301452	3.545846	-2.665830	-1.301452	3.545846	-2.665830	-1.301452	7	In-direct	0	1	0	1	0
N	12	3.494510	-2.774516	-1.230272	3.494510	-2.774516	-1.230272	3.494510	-2.774516	-1.230272	7	In-direct	0	1	0	1	0
N	12	3.488154	-2.773448	-1.233029	3.488154	-2.773448	-1.233029	3.488154	-2.773448	-1.233029	7	Direct	1	0	0	1	0
N	12	3.485304	-2.771942	-1.233581	3.485304	-2.771942	-1.233581	3.485304	-2.771942	-1.233581	7	Direct	1	0	0	1	0
N	12	2.878494	-3.538654	-0.606117	2.878494	-3.538654	-0.606117	2.878494	-3.538654	-0.606117	14	In-direct	0	1	0	1	0
N	12	2.872070	-3.526612	-0.594730	2.872070	-3.526612	-0.594730	2.872070	-3.526612	-0.594730	14	In-direct	0	1	0	1	0
Y	13	1.97376	-2.858	2.76658	1.97394	-2.8579	2.76734	1.97359	-2.85811	2.76583	32	Hybrid	1	2	1	2	1
N	13	1.989444	-2.860700	2.757651	1.989533	-2.859994	2.757789	1.989354	-2.861407	2.757513	32	In-direct	0	2	0	2	1
N	13	2.583355	-2.978012	2.418018	2.583355	-2.978012	2.418018	2.583355	-2.978012	2.418018	32	Direct	1	0	0	1	0
N	13	2.580960	-2.977550	2.419374	2.580960	-2.977550	2.419374	2.580960	-2.977550	2.419374	32	Direct	1	0	0	1	0
N	13	2.606770	-2.980554	2.403384	2.606770	-2.980554	2.403384	2.606770	-2.980554	2.403384	32	In-direct	0	1	0	1	0
N	13	2.345802	-2.931950	2.551237	2.345802	-2.931950	2.551237	2.345802	-2.931950	2.551237	32	In-direct	0	1	0	1	0
N	13	1.972376	-2.857549	2.768253	1.972376	-2.857549	2.768253	1.972376	-2.857549	2.768253	32	In-direct	0	1	1	0	0
N	13	1.738394	-2.810165	2.903325	1.738532	-2.809731	2.903430	1.738256	-2.810598	2.903220	34	Hybrid	1	1	0	2	1
N	13	1.689020	-2.796911	2.935715	1.689020	-2.796911	2.935715	1.689020	-2.796911	2.935715	34	In-direct	0	1	0	1	0
N	13	1.685190	-2.797727	2.937666	1.685190	-2.797727	2.937666	1.685190	-2.797727	2.937666	34	In-direct	0	1	0	1	0
N	13	1.664454	-2.794206	2.945456	1.664454	-2.794206	2.945456	1.664454	-2.794206	2.945456	34	In-direct	0	1	0	1	0
N	13	1.742359	-2.811493	2.901823	1.742359	-2.811493	2.901823	1.742359	-2.811493	2.901823	34	In-direct	0	1	0	1	0
N	13	1.725525	-2.807778	2.907878	1.725525	-2.807778	2.907878	1.725525	-2.807778	2.907878	34	In-direct	0	1	0	1	0
N	13	1.735067	-2.807634	2.905283	1.735067	-2.807634	2.905283	1.735067	-2.807634	2.905283	34	In-direct	0	1	0	1	0
N	13	1.529843	-2.786515	3.029103	1.529843	-2.786515	3.029103	1.529843	-2.786515	3.029103	34	In-direct	0	1	0	1	0
N	13	1.530074	-2.785789	3.026836	1.530074	-2.785789	3.026836	1.530074	-2.785789	3.026836	34	In-direct	0	1	0	1	0
N	13	1.744906	-2.810890	2.901786	1.744906	-2.810890	2.901786	1.744906	-2.810890	2.901786	34	In-direct	0	1	1	0	0
N	13	1.174329	-2.697533	3.227495	1.175073	-2.697213	3.227561	1.173584	-2.697853	3.227428	39	In-direct	0	2	0	2	1
N	13	1.193950	-2.701272	3.214819	1.193950	-2.701272	3.214819	1.193950	-2.701272	3.214819	39	In-direct	0	1	0	1	0
N	13	1.184541	-2.699398	3.220210	1.184541	-2.699398	3.220210	1.184541	-2.699398	3.220210	39	Direct	1	0	0	1	0
N	13	1.174836	-2.696325	3.224491	1.174836	-2.696325	3.224491	1.174836	-2.696325	3.224491	39	Direct	1	0	0	1	0
N	13	1.169693	-2.696467	3.228712	1.169693	-2.696467	3.228712	1.169693	-2.696467	3.228712	39	Direct	1	0	0	1	0
N	13	1.166564	-2.695784	3.230464	1.166564	-2.695784	3.230464	1.166564	-2.695784	3.230464	39	In-direct	0	1	0	1	0
N	13	1.060050	-2.670576	3.291897	1.060050	-2.670576	3.291897	1.060050	-2.670576	3.291897	39	In-direct	0	1	0	1	0
